MAP_ID,AGENCY_ID,INTID,DATE,COUNTY,SYNCHRO_ID,ROAD1,ROAD2,ROAD3,CITY1,IS_SIGNALIZED,ZONE,TMC_DONE,TMC_DATE,LATITUDE,LONGITUDE,AM_PEAK,PM_PEAK,NORTH_LEG_IN_TOTAL,NORTH_LEG_OUT_TOTAL,NORTH_LEG_IN_AM_PEAK,NORTH_LEG_OUT_AM_PEAK,NORTH_LEG_IN_PM_PEAK,NORTH_LEG_OUT_PM_PEAK,SOUTH_LEG_IN_TOTAL,SOUTH_LEG_OUT_TOTAL,SOUTH_LEG_IN_AM_PEAK,SOUTH_LEG_OUT_AM_PEAK,SOUTH_LEG_IN_PM_PEAK,SOUTH_LEG_OUT_PM_PEAK,EAST_LEG_IN_TOTAL,EAST_LEG_OUT_TOTAL,EAST_LEG_IN_AM_PEAK,EAST_LEG_OUT_AM_PEAK,EAST_LEG_IN_PM_PEAK,EAST_LEG_OUT_PM_PEAK,WEST_LEG_IN_TOTAL,WEST_LEG_OUT_TOTAL,WEST_LEG_IN_AM_PEAK,WEST_LEG_OUT_AM_PEAK,WEST_LEG_IN_PM_PEAK,WEST_LEG_OUT_PM_PEAK
193_152,193,152,4/15/2016 12:00:00 AM,-,,SAVANNAH STREET SE,RIDGECREST COURT SE,,-,False,,Yes,4/15/2016 12:00:00 AM,38.846652,-76.975847,06:30-09:30,15:30-18:30,286,283,115,83,135,150,0,0,0,0,0,0,661,470,320,161,247,242,562,756,190,381,292,282
193_153,193,153,3/30/2016 12:00:00 AM,-,,FORDMAN ROAD NW,RODMAN STREET NW,,-,False,,Yes,3/30/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,101,73,49,45,39,18,78,102,50,43,18,44,26,30,8,19,12,7,0,0,0,0,0,0
193_154,193,154,5/13/2016 12:00:00 AM,-,,18TH STREET NW,SWANN STREET NW,,-,False,,Yes,5/13/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1786,1447,836,388,652,789,1454,1704,380,812,796,611,215,0,77,0,90,0,0,304,0,93,0,138
193_155,193,155,5/12/2016 12:00:00 AM,-,,CATHEDRAL AVENUE NW,WOODLEY ROAD NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.925237,-77.050166,06:30-09:30,15:30-18:30,1935,2338,1469,53,117,1427,2623,2276,20,1636,1556,177,0,1,0,1,0,0,550,493,221,20,136,205
193_156,193,156,5/12/2016 12:00:00 AM,-,,SHOREHAM DRIVE NW,CATHEDRAL AVENUE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.921932,-77.051271,06:30-09:30,15:30-18:30,3771,3408,1638,365,456,1714,5837,5796,574,3004,3210,623,2095,2499,1380,223,186,1515,0,0,0,0,0,0
193_157,193,157,5/12/2016 12:00:00 AM,-,,PENNSYLVANIA AVENUE NW,ROCK CREEK AND POTOMAC PKWY NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.904793,-77.056679,06:30-09:30,15:30-18:30,0,0,0,0,0,0,1100,1,649,1,3,0,3816,8153,781,2685,1354,2024,7054,3816,2037,781,2021,1354
193_158,193,158,5/12/2016 12:00:00 AM,-,,PINEY BRANCH PKWY NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.935086,-77.04757,06:30-09:30,15:30-18:30,3200,3578,1510,161,532,1917,7061,6278,355,3061,3680,942,3718,4123,1683,326,677,2030,0,0,0,0,0,0
193_159,193,159,5/12/2016 12:00:00 AM,-,,P STREET NW,ROCK CREEK AND POTOMAC PKWY NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.909644,-77.052441,06:30-09:30,15:30-18:30,0,0,0,0,0,0,1758,1942,812,905,247,29,3199,4088,1020,1301,781,1253,3299,2226,921,547,1134,880
193_160,193,160,5/12/2016 12:00:00 AM,-,,SHOREHAM DRIVE NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.921448,-77.051175,06:30-09:30,15:30-18:30,5666,6706,3349,0,49,4533,12880,11018,0,6752,7519,79,6087,6911,3403,0,584,3540,2,0,0,0,0,0
193_161,193,161,5/12/2016 12:00:00 AM,-,,24TH STREET NW,CALVERT STREET NW,SHOREHAM DRIVE NW,-,False,,Yes,5/12/2016 12:00:00 AM,38.923476,-77.052612,06:30-09:30,15:30-18:30,1803,1212,695,89,322,556,3018,3441,10,1653,1713,81,4472,5609,1639,1236,1052,2512,4835,3866,1632,998,1457,1395
193_162,193,162,5/12/2016 12:00:00 AM,-,,PORTER STREET NW,BEACH DRIVE NW,,-,False,,Yes,5/12/2016 12:00:00 AM,38.933884,-77.048492,06:30-09:30,15:30-18:30,6329,7093,3004,354,1009,3934,5838,5661,19,3055,3197,583,0,0,0,0,0,0,1977,1390,737,351,790,479
193_163,193,163,5/18/2016 12:00:00 AM,-,,I STREET NW,19TH STREET NW,,-,True,,Yes,5/18/2016 12:00:00 AM,38.901337,-77.04345,06:30-09:30,15:30-18:30,5821,0,1295,0,2427,0,0,7881,0,1792,0,3244,6464,0,1642,0,2162,0,0,4404,0,1145,0,1345
193_164,193,164,5/18/2016 12:00:00 AM,-,,I STREET NW,20TH STREET NW,,-,True,,Yes,5/18/2016 12:00:00 AM,38.901312,-77.04492,06:30-09:30,15:30-18:30,0,7037,0,2817,0,1592,5904,0,2407,0,1319,0,4401,0,1154,0,1384,0,0,3268,0,744,0,1111
193_165,193,165,5/18/2016 12:00:00 AM,-,,I STREET NW,15TH STREET NW,VERMONT AVENUE NW,-,True,,Yes,5/18/2016 12:00:00 AM,38.901337,-77.034577,06:30-09:30,15:30-18:30,1535,3344,268,1035,588,1114,1426,1756,456,353,529,600,11170,0,3404,0,3162,0,0,9031,0,2740,0,2565
193_166,193,166,5/18/2016 12:00:00 AM,-,,17TH STREET NW,I STREET NW,CONNECTICUT AVENUE NW,-,True,,Yes,5/18/2016 12:00:00 AM,38.901354,-77.038515,06:30-09:30,15:30-18:30,2459,965,740,5,763,480,756,1522,1,450,429,386,8425,0,2401,0,2821,0,0,9153,0,2687,0,3147
193_167,193,167,5/19/2016 12:00:00 AM,-,,NEW YORK AVENUE NW,15TH STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.898824,-77.033622,06:30-09:30,15:30-18:30,2470,5992,491,1820,773,1360,6088,3501,1930,666,1348,1262,2115,1180,407,342,821,320,0,0,0,0,0,0
193_168,193,168,5/19/2016 12:00:00 AM,-,,13TH STREET NW,I STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901287,-77.029588,06:30-09:30,15:30-18:30,6686,5106,2105,1064,2034,1960,5869,6077,1223,1818,2124,1934,5908,0,1655,0,1817,0,0,7280,0,2101,0,2081
193_169,193,169,5/19/2016 12:00:00 AM,-,,12TH STREET NW,I STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901303,-77.028097,06:30-09:30,15:30-18:30,0,8513,0,2617,0,2785,8962,0,2781,0,2892,0,5657,1,1834,0,1507,0,0,6105,0,1998,0,1614
193_170,193,170,6/14/2016 12:00:00 AM,-,,WISCONSIN AVENUE NW,M STREET NW,,-,True,,Yes,6/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,4159,4135,1250,1242,1257,1118,2424,3149,479,1071,980,723,5539,6333,1306,2473,1603,1364,7936,6441,3073,1322,1660,2295
193_171,193,171,5/19/2016 12:00:00 AM,-,,12TH STREET NW,NEW YORK AVENUE NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.900769,-77.028065,06:30-09:30,15:30-18:30,0,9206,0,2861,0,2974,9554,0,2840,0,3174,0,1664,4266,461,921,463,1389,3941,1687,933,452,1198,472
193_172,193,172,5/19/2016 12:00:00 AM,-,,11TH STREET NW,NEW YORK AVENUE NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901145,-77.027056,06:30-09:30,15:30-18:30,4230,3425,1078,779,1528,1141,4034,3688,887,975,1347,1378,1222,5004,392,1046,309,1627,4060,1429,884,441,1328,366
193_173,193,173,5/19/2016 12:00:00 AM,-,,11TH STREET NW,I STREET NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901362,-77.027056,06:30-09:30,15:30-18:30,5333,3800,1373,904,1894,1199,3745,4505,835,1112,1235,1675,4881,0,1630,0,1269,0,0,5654,0,1822,0,1524
193_174,193,174,5/19/2016 12:00:00 AM,-,,10TH STREET NW,NEW YORK AVENUE NW,,-,True,,Yes,5/19/2016 12:00:00 AM,38.901454,-77.025994,06:30-09:30,15:30-18:30,4577,0,1116,0,1613,0,940,2395,186,642,338,819,4968,5997,1759,1237,1179,2118,4136,6229,895,2077,1422,1615
193_175,193,175,6/8/2016 12:00:00 AM,-,,11TH STREET NW,GIRARD STREET NW,,-,False,,Yes,6/8/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2597,1957,1577,462,680,1224,1972,2310,484,1339,1214,663,558,226,254,58,221,130,267,901,56,512,165,263
193_176,193,176,6/9/2016 12:00:00 AM,-,,RENO ROAD NW,CHEVY CHASE PKWY NW,,-,False,,Yes,6/9/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,411,337,227,36,118,247,117,141,9,95,83,30,2333,2104,738,872,1239,884,1852,2131,749,720,803,1082
193_177,193,177,6/21/2016 12:00:00 AM,-,,FESSENDEN STREET NW,46TH STREET NW,,-,False,,Yes,6/21/2016 12:00:00 AM,38.954712,-77.090592,06:30-09:30,15:30-18:30,731,664,351,254,286,302,608,756,227,364,283,295,158,126,80,65,55,38,199,150,105,80,57,46
193_178,193,178,6/15/2016 12:00:00 AM,-,,RENO ROAD NW,JENIFER STREET NW,,-,False,,Yes,6/15/2016 12:00:00 AM,38.95905,-77.078147,06:30-09:30,15:30-18:30,267,185,42,79,112,48,177,121,74,17,41,49,1836,2067,513,425,499,716,2065,1972,427,535,720,559
193_179,193,179,9/14/2016 12:00:00 AM,-,,CHESAPEAKE STREET NW,41ST STREET NW,,-,False,,Yes,9/14/2016 12:00:00 AM,38.950699,-77.080314,06:30-09:30,15:30-18:30,10,649,5,234,3,322,416,7,132,6,229,1,412,182,163,60,184,93,0,0,0,0,0,0
193_180,193,180,6/9/2016 12:00:00 AM,-,,OHIO DRIVE SW,INDEPENDENCE AVENUE SW,,-,True,,Yes,6/9/2016 12:00:00 AM,38.887041,-77.050166,06:30-09:30,15:30-18:30,4539,544,911,51,2419,224,1320,1084,324,151,413,408,12276,11230,3397,5686,3806,1487,8353,13630,4885,3629,42,4561
193_181,193,181,6/9/2016 12:00:00 AM,-,,V STREET NW,8TH STREET NW,,-,False,,Yes,6/9/2016 12:00:00 AM,38.917775,-77.022936,06:30-09:30,15:30-18:30,560,414,236,110,152,134,597,507,123,183,241,155,2071,793,656,148,647,330,643,2157,119,693,251,672
193_182,193,182,6/29/2016 12:00:00 AM,-,,C STREET NE,7TH STREET NE,,-,False,,Yes,6/29/2016 12:00:00 AM,38.893571,-76.996179,06:30-09:30,15:30-18:30,131,278,31,83,49,81,188,265,48,73,55,92,2668,0,1211,0,504,0,0,2444,0,1134,0,435
193_183,193,183,7/28/2016 12:00:00 AM,-,,H STREET NW,7TH STREET NW,,-,False,,Yes,7/28/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2672,4558,759,1097,752,1600,4617,2653,1107,760,1637,737,3156,3517,1106,839,823,1201,3424,3141,832,1108,1160,834
193_184,193,184,7/29/2016 12:00:00 AM,-,,47TH STREET NW,WINDOM PLACE NW,,-,False,,Yes,7/29/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,111,99,46,43,51,44,93,115,39,52,45,48,28,25,13,10,10,13,29,22,14,7,12,13
193_185,193,185,8/2/2016 12:00:00 AM,-,,11TH PLACE SE,SAVANNAH STREET SE,,-,False,,Yes,8/2/2016 12:00:00 AM,38.842708,-76.991372,06:30-09:30,15:30-18:30,193,157,50,56,80,39,116,133,35,25,38,53,292,294,63,79,113,110,326,343,84,72,110,139
193_186,193,186,8/4/2016 12:00:00 AM,-,,MAUD STREET NW,MANNING PLACE NW,,-,False,,Yes,8/4/2016 12:00:00 AM,38.93421,-77.104819,06:30-09:30,15:30-18:30,64,70,25,40,26,21,56,53,27,20,22,24,0,0,0,0,0,0,34,31,18,10,11,14
193_187,193,187,8/4/2016 12:00:00 AM,-,,SHERIER PLACE NW,MACOMB STREET NW,,-,False,,Yes,8/4/2016 12:00:00 AM,38.930871,-77.109078,06:30-09:30,15:30-18:30,50,86,25,25,18,43,82,70,32,25,33,36,91,62,15,28,62,23,50,55,19,13,21,32
193_188,193,188,8/4/2016 12:00:00 AM,-,,51ST STREET SE,H STREET SE,,-,False,,Yes,8/4/2016 12:00:00 AM,38.878531,-76.930014,06:30-09:30,15:30-18:30,54,89,9,26,36,45,0,118,0,21,0,75,0,179,0,52,0,97,332,0,90,0,181,0
193_189,193,189,8/4/2016 12:00:00 AM,-,,GOOD HOPE ROAD SE,FENDALL STREET SE,,-,False,,Yes,8/4/2016 12:00:00 AM,38.865717,-76.979549,06:30-09:30,15:30-18:30,0,0,0,0,0,0,0,351,0,98,0,111,4021,3464,1788,461,770,1627,3577,3783,482,1711,1670,702
193_190,193,190,8/25/2016 12:00:00 AM,-,,12TH STREET NE,UPSHUR STREET NE,,-,False,,Yes,8/25/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,3371,2001,1111,462,899,681,2113,3469,453,1210,779,884,415,504,200,60,89,294,279,204,49,81,149,57
193_191,193,191,9/2/2016 12:00:00 AM,-,,24TH STREET NW,CALVERT STREET NW,SHOREHAM DRIVE NW,-,False,,Yes,9/2/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,714,617,,,,,1408,1860,,,,,2034,1631,,,,,1354,1402,,,,
193_192,193,192,9/2/2016 12:00:00 AM,-,,CONNECTICUT AVENUE NW,CALVERT STREET NW,,-,False,,Yes,9/2/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2857,2213,,,,,2180,2256,,,,,1736,1966,,,,,1619,1957,,,,
193_193,193,193,8/27/2016 12:00:00 AM,-,,NORTH ROAD NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.930496,-77.055541,06:30-09:30,15:30-18:30,3510,2930,,,,,3043,3432,,,,,535,726,,,,,0,0,,,,
193_194,193,194,8/27/2016 12:00:00 AM,-,,DEVONSHIRE PLACE NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.931672,-77.056249,06:30-09:30,15:30-18:30,3391,2873,,,,,2891,3407,,,,,0,0,,,,,226,228,,,,
193_195,193,195,8/27/2016 12:00:00 AM,-,,WOODLEY ROAD NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.925563,-77.052709,06:30-09:30,15:30-18:30,2811,2326,,,,,2348,3230,,,,,396,32,,,,,500,467,,,,
193_196,193,196,8/27/2016 12:00:00 AM,-,,CATHEDRAL AVENUE NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.928117,-77.054189,06:30-09:30,15:30-18:30,3232,2886,,,,,2269,2885,,,,,692,537,,,,,281,166,,,,
193_197,193,197,8/27/2016 12:00:00 AM,-,,24TH STREET NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.924787,-77.052269,06:30-09:30,15:30-18:30,3419,2641,0,0,0,0,2247,2918,0,0,0,0,0,1,0,1,0,0,576,682,1,0,0,0
193_198,193,198,8/27/2016 12:00:00 AM,-,,TILDEN STREET NW,CONNECTICUT AVENUE NW,,-,False,,Yes,8/27/2016 12:00:00 AM,38.940977,-77.061635,06:30-09:30,15:30-18:30,3163,3050,,,,,2706,3039,,,,,1010,726,,,,,571,635,,,,
193_199,193,199,8/27/2016 12:00:00 AM,-,,PORTER STREET NW,CONNECTICUT AVENUE NW,,-,True,,Yes,8/27/2016 12:00:00 AM,38.936797,-77.059125,06:30-09:30,15:30-18:30,3115,2935,,,,,2637,3266,,,,,1748,1502,,,,,870,667,,,,
193_200,193,200,8/27/2016 12:00:00 AM,-,,MACOMB STREET NW,CONNECTICUT AVENUE NW,,-,True,,Yes,8/27/2016 12:00:00 AM,38.933517,-77.057279,06:30-09:30,15:30-18:30,1923,1407,,,,,1473,1926,,,,,104,144,,,,,171,194,,,,
193_201,193,201,8/27/2016 12:00:00 AM,-,,ORDWAY STREET NW,CONNECTICUT AVENUE NW,,-,True,,Yes,8/27/2016 12:00:00 AM,38.935578,-77.058556,06:30-09:30,15:30-18:30,3261,2829,,,,,2628,3337,,,,,510,177,,,,,201,257,,,,
193_202,193,202,9/14/2016 12:00:00 AM,-,,3RD STREET NE,V STREET NE,,-,False,,Yes,9/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,0,312,0,95,0,149,477,0,159,0,229,0,187,211,82,84,69,102,125,266,55,117,57,104
193_203,193,203,9/14/2016 12:00:00 AM,-,,DIVISION AVENUE NE,CLOUD PLACE NE,,-,False,,Yes,9/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1302,1484,541,554,615,753,1556,1280,585,528,786,612,77,164,27,56,41,85,119,126,42,57,60,52
193_204,193,204,9/15/2016 12:00:00 AM,-,,O STREET NW,23RD STREET NW,,-,False,,Yes,9/15/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,4264,0,1810,0,1940,0,0,4186,0,1748,0,1933,216,293,72,134,106,112,0,1,0,0,0,1
193_205,193,205,9/14/2016 12:00:00 AM,-,,49TH STREET NE,Brooks Street NE,,-,False,,Yes,9/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1741,1541,657,662,866,698,1448,1725,600,651,676,859,264,0,185,0,61,0,0,187,0,129,0,46
193_206,193,206,9/23/2016 12:00:00 AM,-,,34TH STREET NW,FULTON STREET NW,,-,False,,Yes,9/23/2016 12:00:00 AM,38.926156,-77.06641,06:30-09:30,15:30-18:30,3436,2774,1177,603,872,1141,2648,3108,562,1008,1073,774,119,342,29,253,52,28,299,278,184,88,54,108
193_207,193,207,9/23/2016 12:00:00 AM,-,,ROCK CREEK CHURCH ROAD NE,HAMILTON STREET NE,FORT TOTTEN DRIVE NE,-,False,,Yes,9/23/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2177,2323,1123,728,723,1255,2065,2615,631,1297,1131,920,0,0,0,0,0,0,697,1,271,0,322,1
193_208,193,208,10/13/2016 12:00:00 AM,-,,RIDGE ROAD SE,BURNS STREET SE,,-,False,,Yes,10/13/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,60,489,11,161,24,138,1488,2,789,1,311,1,1822,2956,777,478,467,1523,2934,2857,471,1408,1514,654
193_209,193,209,10/26/2016 12:00:00 AM,-,,14TH STREET NE,A STREET NE,,-,False,,Yes,10/26/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1457,0,596,0,662,0,0,1465,0,611,0,657,136,122,60,32,50,66,99,105,35,48,47,36
193_210,193,210,10/26/2016 12:00:00 AM,-,,10TH STREET NW,O STREET NW,,-,False,,Yes,10/26/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,363,0,190,0,109,0,0,609,0,356,0,141,603,560,313,145,177,316,606,403,180,182,317,146
193_211,193,211,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,RIDGE ROAD SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,647,493,232,158,332,279,403,1360,144,336,218,867,1253,1427,678,265,426,988,2269,1292,413,708,1586,428
193_212,193,212,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,PENNSYLVANIA AVENUE SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2100,1946,839,704,1021,1038,1907,2388,602,1120,1075,1020,4346,4234,2389,770,1205,2846,4082,3867,809,2045,2693,1090
193_213,193,213,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,38TH STREET SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1477,1385,523,628,776,607,1307,1208,599,381,565,675,2705,2268,1169,688,1233,1281,2421,3049,786,1380,1332,1343
193_214,193,214,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,36TH PLACE SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,0,1,0,0,0,0,72,126,49,61,15,54,2764,2008,1344,629,1149,1142,2053,2754,643,1346,1173,1141
193_215,193,215,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,BRANCH AVENUE SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2671,2866,749,1587,1605,808,2775,2537,1474,594,850,1604,3221,2693,1661,812,1240,1569,2914,3485,1010,1901,1538,1252
193_216,193,216,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,GOOD HOPE ROAD SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2103,2515,448,1444,1436,871,714,546,164,116,472,352,4022,3344,2137,811,1558,2162,1699,2133,473,851,1023,1104
193_217,193,217,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,NAYLOR ROAD SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1988,3176,476,2059,1236,739,3115,1826,2010,376,750,1183,2152,2028,847,637,1080,1156,2248,2473,749,1010,1223,1211
193_218,193,218,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,IRVING STREET SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,3673,3174,1384,1284,1893,1516,3098,3418,1248,1222,1463,1806,321,318,149,119,113,138,352,534,127,283,178,187
193_219,193,219,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,STANTON ROAD SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,1899,2198,689,1044,995,936,1592,1426,774,476,680,812,5488,4638,2213,1360,2760,2801,5001,5718,1459,2255,3040,2926
193_220,193,220,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,13TH STREET SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,352,376,144,181,168,149,480,409,220,139,207,218,3130,3190,1454,996,1317,1865,3113,3100,973,1475,1820,1280
193_221,193,221,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,11TH PLACE SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,311,305,78,246,212,25,150,198,70,56,67,131,3150,3146,1504,970,1309,1855,3223,3185,1048,1428,1842,1419
193_222,193,222,11/14/2016 12:00:00 AM,-,,ALABAMA AVENUE SE,RANDLE PLACE SE,,-,False,,Yes,11/14/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,73,88,14,43,48,26,0,0,0,0,0,0,1865,2113,647,854,959,929,2161,1898,884,648,929,981
193_223,193,223,10/26/2016 12:00:00 AM,-,,2ND STREET NW,KENNEDY STREET NW,,-,False,,Yes,10/26/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,123,328,64,68,44,212,409,174,82,116,289,47,869,1046,426,242,329,676,868,721,199,345,555,282
193_224,193,224,1/26/2017 12:00:00 AM,-,,5TH STREET NW,QUACKENBOS STREET NW,,-,False,,Yes,1/26/2017 12:00:00 AM,,,06:30-09:30,15:30-18:30,877,792,495,225,306,489,802,904,219,515,498,320,488,408,298,114,151,248,405,468,123,281,249,147
193_225,193,225,1/26/2017 12:00:00 AM,-,,24TH STREET NE,BUNKER HILL ROAD NE,,-,False,,Yes,1/26/2017 12:00:00 AM,,,06:30-09:30,15:30-18:30,9,7,4,0,5,4,51,69,14,27,28,37,865,749,572,125,225,523,798,898,137,575,554,248
193_226,193,226,1/31/2017 12:00:00 AM,-,,NEBRASKA AVENUE NW,JENIFER STREET NW,,-,False,,Yes,1/31/2017 12:00:00 AM,,,06:30-09:30,15:30-18:30,4078,3872,2312,933,1291,2430,3825,3834,922,2115,2395,1249,0,0,0,0,0,0,99,296,25,211,64,71
193_228,193,228,3/22/2017 12:00:00 AM,-,,ILLINOIS AVENUE NW,EMERSON STREET NW,,-,False,,Yes,3/22/2017 12:00:00 AM,38.949831,-77.023494,06:30-09:30,15:30-18:30,1253,1569,458,719,635,635,1514,1208,691,431,610,622,258,343,76,220,151,87,301,206,196,51,76,128
193_229,193,229,3/22/2017 12:00:00 AM,-,,ARKANSAS AVENUE NW,EMERSON STREET NW,,-,False,,Yes,3/22/2017 12:00:00 AM,38.949747,-77.02888,06:30-09:30,15:30-18:30,1395,1328,324,774,874,389,1326,1342,796,309,366,848,514,701,207,378,231,241,689,553,356,222,253,246
193_230,193,230,3/2/2017 12:00:00 AM,-,,7TH STREET NW,H STREET NW,,-,True,,Yes,3/2/2017 12:00:00 AM,38.8998,-77.021916,06:30-09:30,15:30-18:30,3287,5776,810,1407,847,1488,5855,3267,1409,808,1521,831,3111,4140,914,725,779,1321,4044,3114,722,915,1274,781
193_233,193,233,9/27/2016 12:00:00 AM,-,,FIRST STREET NE,K STREET NE,,-,False,,Yes,9/27/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2426,1471,722,327,653,547,1553,2617,259,1109,789,558,4488,4446,1988,576,946,2301,4810,4743,831,1788,2189,1171
193_234,193,234,9/27/2016 12:00:00 AM,-,,FIRST STREET NE,L STREET NE,,-,False,,Yes,9/27/2016 12:00:00 AM,,,06:30-09:30,15:30-18:30,2051,2419,698,628,520,851,1172,2460,221,841,479,605,1029,2236,444,523,240,967,2863,0,629,0,1184,0
